runtime E0 E1
1.001 0.775505 0.775505
1.002 0.784668 0.784668
1.003 0.793994 0.793994
1.004 0.803485 0.803485
1.005 0.81314 0.81314
1.006 0.82296 0.82296
1.007 0.832945 0.832945
1.008 0.843095 0.843095
1.009 0.85341 0.85341
1.01 0.863892 0.863892
1.011 0.874539 0.874539
1.012 0.885354 0.885354
1.013 0.896335 0.896335
1.014 0.907483 0.907483
1.015 0.918799 0.918799
1.016 0.930282 0.930282
1.017 0.941934 0.941934
1.018 0.953755 0.953755
1.019 0.965744 0.965744
1.02 0.977903 0.977903
1.021 0.990231 0.990231
1.022 1.00273 1.00273
1.023 1.0154 1.0154
1.024 1.02824 1.02824
1.025 1.04125 1.04125
1.026 1.05443 1.05443
1.027 1.06778 1.06778
1.028 1.08131 1.08131
1.029 1.09501 1.09501
1.03 1.10888 1.10888
1.031 1.12293 1.12293
1.032 1.13715 1.13715
1.033 1.15154 1.15154
1.034 1.16611 1.16611
1.035 1.18085 1.18085
1.036 1.19577 1.19577
1.037 1.21087 1.21087
1.038 1.22614 1.22614
1.039 1.24159 1.24159
1.04 1.25722 1.25722
1.041 1.27302 1.27302
1.042 1.289 1.289
1.043 1.30517 1.30517
1.044 1.32151 1.32151
1.045 1.33803 1.33803
1.046 1.35473 1.35473
1.047 1.37161 1.37161
1.048 1.38867 1.38867
1.049 1.40592 1.40592
1.05 1.42335 1.42335
1.051 1.44096 1.44096
1.052 1.45875 1.45875
1.053 1.47673 1.47673
1.054 1.49489 1.49489
1.055 1.51324 1.51324
1.056 1.53177 1.53177
1.057 1.55049 1.55049
1.058 1.56939 1.56939
1.059 1.58848 1.58848
1.06 1.60776 1.60776
1.061 1.62723 1.62723
1.062 1.64688 1.64688
1.063 1.66673 1.66673
1.064 1.68676 1.68676
1.065 1.70699 1.70699
1.066 1.7274 1.7274
1.067 1.74801 1.74801
1.068 1.76881 1.76881
1.069 1.7898 1.7898
1.07 1.81099 1.81099
1.071 1.83236 1.83236
1.072 1.85394 1.85394
1.073 1.87571 1.87571
1.074 1.89767 1.89767
1.075 1.91983 1.91983
1.076 1.94219 1.94219
1.077 1.96474 1.96474
1.078 1.9875 1.9875
1.079 2.01045 2.01045
1.08 2.0336 2.0336
1.081 2.05695 2.05695
1.082 2.0805 2.0805
1.083 2.10426 2.10426
1.084 2.12821 2.12821
1.085 2.15237 2.15237
1.086 2.17673 2.17673
1.087 2.20129 2.20129
1.088 2.22606 2.22606
1.089 2.25104 2.25104
1.09 2.27622 2.27622
1.091 2.3016 2.3016
1.092 2.3272 2.3272
1.093 2.353 2.353
1.094 2.37901 2.37901
1.095 2.40523 2.40523
1.096 2.43166 2.43166
1.097 2.4583 2.4583
1.098 2.48515 2.48515
1.099 2.51221 2.51221
1.1 2.53949 2.53949
1.101 2.56698 2.56698
1.102 2.59468 2.59468
1.103 2.6226 2.6226
1.104 2.65073 2.65073
1.105 2.67908 2.67908
1.106 2.70765 2.70765
1.107 2.73643 2.73643
1.108 2.76543 2.76543
1.109 2.79465 2.79465
1.11 2.8241 2.8241
1.111 2.85376 2.85376
1.112 2.88364 2.88364
1.113 2.91374 2.91374
1.114 2.94407 2.94407
1.115 2.97462 2.97462
1.116 3.00539 3.00539
1.117 3.03639 3.03639
1.118 3.06761 3.06761
1.119 3.09906 3.09906
1.12 3.13073 3.13073
1.121 3.16263 3.16263
1.122 3.19477 3.19477
1.123 3.22712 3.22712
1.124 3.25971 3.25971
1.125 3.29253 3.29253
1.126 3.32558 3.32558
1.127 3.35886 3.35886
1.128 3.39238 3.39238
1.129 3.42612 3.42612
1.13 3.46011 3.46011
1.131 3.49432 3.49432
1.132 3.52877 3.52877
1.133 3.56346 3.56346
1.134 3.59838 3.59838
1.135 3.63354 3.63354
1.136 3.66893 3.66893
1.137 3.70457 3.70457
1.138 3.74044 3.74044
1.139 3.77656 3.77656
1.14 3.81291 3.81291
1.141 3.84951 3.84951
1.142 3.88634 3.88634
1.143 3.92342 3.92342
1.144 3.96074 3.96074
1.145 3.99831 3.99831
1.146 4.03612 4.03612
1.147 4.07417 4.07417
1.148 4.11247 4.11247
1.149 4.15102 4.15102
1.15 4.18981 4.18981
1.151 4.22885 4.22885
1.152 4.26814 4.26814
1.153 4.30767 4.30767
1.154 4.34746 4.34746
1.155 4.38749 4.38749
1.156 4.42777 4.42777
1.157 4.46831 4.46831
1.158 4.50909 4.50909
1.159 4.55012 4.55012
1.16 4.59141 4.59141
1.161 4.63295 4.63295
1.162 4.67474 4.67474
1.163 4.71679 4.71679
1.164 4.75908 4.75908
1.165 4.80163 4.80163
1.166 4.84444 4.84444
1.167 4.8875 4.8875
1.168 4.93082 4.93082
1.169 4.97439 4.97439
1.17 5.01821 5.01821
1.171 5.06229 5.06229
1.172 5.10663 5.10663
1.173 5.15122 5.15122
1.174 5.19608 5.19608
1.175 5.24118 5.24118
1.176 5.28655 5.28655
1.177 5.33217 5.33217
1.178 5.37804 5.37804
1.179 5.42418 5.42418
1.18 5.47057 5.47057
1.181 5.51722 5.51722
1.182 5.56413 5.56413
1.183 5.61129 5.61129
1.184 5.65871 5.65871
1.185 5.70639 5.70639
1.186 5.75433 5.75433
1.187 5.80252 5.80252
1.188 5.85097 5.85097
1.189 5.89967 5.89967
1.19 5.94863 5.94863
1.191 5.99785 5.99785
1.192 6.04732 6.04732
1.193 6.09705 6.09705
1.194 6.14704 6.14704
1.195 6.19727 6.19727
1.196 6.24776 6.24776
1.197 6.29851 6.29851
1.198 6.34951 6.34951
1.199 6.40075 6.40075
1.2 6.45226 6.45226
1.201 6.50401 6.50401
1.202 6.55601 6.55601
1.203 6.60826 6.60826
1.204 6.66075 6.66075
1.205 6.7135 6.7135
1.206 6.76649 6.76649
1.207 6.81973 6.81973
1.208 6.87321 6.87321
1.209 6.92693 6.92693
1.21 6.98089 6.98089
1.211 7.0351 7.0351
1.212 7.08954 7.08954
1.213 7.14422 7.14422
1.214 7.19913 7.19913
1.215 7.25428 7.25428
1.216 7.30967 7.30967
1.217 7.36528 7.36528
1.218 7.42112 7.42112
1.219 7.47719 7.47719
1.22 7.53348 7.53348
1.221 7.58999 7.58999
1.222 7.64673 7.64673
1.223 7.70368 7.70368
1.224 7.76085 7.76085
1.225 7.81824 7.81824
1.226 7.87583 7.87583
1.227 7.93363 7.93363
1.228 7.99164 7.99164
1.229 8.04985 8.04985
1.23 8.10826 8.10826
1.231 8.16686 8.16686
1.232 8.22566 8.22566
1.233 8.28465 8.28465
1.234 8.34382 8.34382
1.235 8.40318 8.40318
1.236 8.46272 8.46272
1.237 8.52243 8.52243
1.238 8.58231 8.58231
1.239 8.64236 8.64236
1.24 8.70257 8.70257
1.241 8.76295 8.76295
1.242 8.82347 8.82347
1.243 8.88415 8.88415
1.244 8.94496 8.94496
1.245 9.00592 9.00592
1.246 9.06702 9.06702
1.247 9.12824 9.12824
1.248 9.18958 9.18958
1.249 9.25105 9.25105
1.25 9.31262 9.31262
1.251 9.3743 9.3743
1.252 9.43608 9.43608
1.253 9.49796 9.49796
1.254 9.55992 9.55992
1.255 9.62196 9.62196
1.256 9.68408 9.68408
1.257 9.74626 9.74626
1.258 9.8085 9.8085
1.259 9.87079 9.87079
1.26 9.93312 9.93312
1.261 9.99549 9.99549
1.262 10.0579 10.0579
1.263 10.1203 10.1203
1.264 10.1827 10.1827
1.265 10.2452 10.2452
1.266 10.3076 10.3076
1.267 10.37 10.37
1.268 10.4323 10.4323
1.269 10.4947 10.4947
1.27 10.557 10.557
1.271 10.6192 10.6192
1.272 10.6813 10.6813
1.273 10.7434 10.7434
1.274 10.8054 10.8054
1.275 10.8673 10.8673
1.276 10.9291 10.9291
1.277 10.9907 10.9907
1.278 11.0522 11.0522
1.279 11.1135 11.1135
1.28 11.1747 11.1747
1.281 11.2357 11.2357
1.282 11.2965 11.2965
1.283 11.3571 11.3571
1.284 11.4175 11.4175
1.285 11.4776 11.4776
1.286 11.5375 11.5375
1.287 11.5971 11.5971
1.288 11.6565 11.6565
1.289 11.7155 11.7155
1.29 11.7742 11.7742
1.291 11.8326 11.8326
1.292 11.8906 11.8906
1.293 11.9482 11.9482
1.294 12.0055 12.0055
1.295 12.0624 12.0624
1.296 12.1188 12.1188
1.297 12.1748 12.1748
1.298 12.2303 12.2303
1.299 12.2853 12.2853
1.3 12.3398 12.3398
1.301 12.3938 12.3938
1.302 12.4472 12.4472
1.303 12.5001 12.5001
1.304 12.5523 12.5523
1.305 12.604 12.604
1.306 12.655 12.655
1.307 12.7053 12.7053
1.308 12.7549 12.7549
1.309 12.8038 12.8038
1.31 12.852 12.852
1.311 12.8994 12.8994
1.312 12.946 12.946
1.313 12.9918 12.9918
1.314 13.0367 13.0367
1.315 13.0808 13.0808
1.316 13.1239 13.1239
1.317 13.1661 13.1661
1.318 13.2074 13.2074
1.319 13.2476 13.2476
1.32 13.2869 13.2869
1.321 13.325 13.325
1.322 13.3621 13.3621
1.323 13.3981 13.3981
1.324 13.4329 13.4329
1.325 13.4665 13.4665
1.326 13.4989 13.4989
1.327 13.53 13.53
1.328 13.5599 13.5599
1.329 13.5884 13.5884
1.33 13.6156 13.6156
1.331 13.6414 13.6414
1.332 13.6657 13.6657
1.333 13.6886 13.6886
1.334 13.71 13.71
1.335 13.7298 13.7298
1.336 13.7481 13.7481
1.337 13.7648 13.7648
1.338 13.7798 13.7798
1.339 13.7931 13.7931
1.34 13.8047 13.8047
1.341 13.8145 13.8145
1.342 13.8225 13.8225
1.343 13.8287 13.8287
1.344 13.8329 13.8329
1.345 13.8353 13.8353
1.346 13.8356 13.8356
1.347 13.834 13.834
1.348 13.8303 13.8303
1.349 13.8246 13.8246
1.35 13.8167 13.8167
1.351 13.8066 13.8066
1.352 13.7944 13.7944
1.353 13.7798 13.7798
1.354 13.763 13.763
1.355 13.7439 13.7439
1.356 13.7224 13.7224
1.357 13.6985 13.6985
1.358 13.6722 13.6722
1.359 13.6434 13.6434
1.36 13.612 13.612
1.361 13.5781 13.5781
1.362 13.5416 13.5416
1.363 13.5025 13.5025
1.364 13.4608 13.4608
1.365 13.4163 13.4163
1.366 13.3691 13.3691
1.367 13.3191 13.3191
1.368 13.2664 13.2664
1.369 13.2108 13.2108
1.37 13.1524 13.1524
1.371 13.0911 13.0911
1.372 13.0269 13.0269
1.373 12.9597 12.9597
1.374 12.8897 12.8897
1.375 12.8166 12.8166
1.376 12.7406 12.7406
1.377 12.6615 12.6615
1.378 12.5795 12.5795
1.379 12.4944 12.4944
1.38 12.4062 12.4062
1.381 12.315 12.315
1.382 12.2207 12.2207
1.383 12.1234 12.1234
1.384 12.023 12.023
1.385 11.9196 11.9196
1.386 11.8131 11.8131
1.387 11.7035 11.7035
1.388 11.5909 11.5909
1.389 11.4753 11.4753
1.39 11.3567 11.3567
1.391 11.2351 11.2351
1.392 11.1105 11.1105
1.393 10.983 10.983
1.394 10.8526 10.8526
1.395 10.7194 10.7194
1.396 10.5833 10.5833
1.397 10.4444 10.4444
1.398 10.3028 10.3028
1.399 10.1585 10.1585
1.4 10.0117 10.0117
1.401 9.8622 9.8622
1.402 9.71025 9.71025
1.403 9.55588 9.55588
1.404 9.39916 9.39916
1.405 9.24017 9.24017
1.406 9.079 9.079
1.407 8.91573 8.91573
1.408 8.75047 8.75047
1.409 8.58331 8.58331
1.41 8.41435 8.41435
1.411 8.2437 8.2437
1.412 8.07148 8.07148
1.413 7.8978 7.8978
1.414 7.7228 7.7228
1.415 7.54659 7.54659
1.416 7.36931 7.36931
1.417 7.1911 7.1911
1.418 7.0121 7.0121
1.419 6.83246 6.83246
1.42 6.65233 6.65233
1.421 6.47186 6.47186
1.422 6.29122 6.29122
1.423 6.11056 6.11056
1.424 5.93006 5.93006
1.425 5.74988 5.74988
1.426 5.5702 5.5702
1.427 5.3912 5.3912
1.428 5.21306 5.21306
1.429 5.03596 5.03596
1.43 4.86009 4.86009
1.431 4.68563 4.68563
1.432 4.51277 4.51277
1.433 4.34171 4.34171
1.434 4.17264 4.17264
1.435 4.00575 4.00575
1.436 3.84124 3.84124
1.437 3.6793 3.6793
1.438 3.52012 3.52012
1.439 3.3639 3.3639
1.44 3.21083 3.21083
1.441 3.06111 3.06111
1.442 2.91492 2.91492
1.443 2.77245 2.77245
1.444 2.63389 2.63389
1.445 2.49942 2.49942
1.446 2.36922 2.36922
1.447 2.24347 2.24347
1.448 2.12234 2.12234
1.449 2.00599 2.00599
1.45 1.89458 1.89458
1.451 1.78829 1.78829
1.452 1.68725 1.68725
1.453 1.59161 1.59161
1.454 1.50151 1.50151
1.455 1.41709 1.41709
1.456 1.33847 1.33847
1.457 1.26577 1.26577
1.458 1.19909 1.19909
1.459 1.13855 1.13855
1.46 1.08423 1.08423
1.461 1.03621 1.03621
1.462 0.994589 0.994589
1.463 0.959418 0.959418
1.464 0.93076 0.93076
1.465 0.908663 0.908663
1.466 0.893168 0.893168
1.467 0.884304 0.884304
1.468 0.882092 0.882092
1.469 0.886542 0.886542
1.47 0.897654 0.897654
1.471 0.915421 0.915421
1.472 0.939823 0.939823
1.473 0.970832 0.970832
1.474 1.00841 1.00841
1.475 1.05251 1.05251
1.476 1.10307 1.10307
1.477 1.16002 1.16002
1.478 1.2233 1.2233
1.479 1.29281 1.29281
1.48 1.36847 1.36847
1.481 1.45017 1.45017
1.482 1.5378 1.5378
1.483 1.63124 1.63124
1.484 1.73036 1.73036
1.485 1.83504 1.83504
1.486 1.94514 1.94514
1.487 2.0605 2.0605
1.488 2.18098 2.18098
1.489 2.30641 2.30641
1.49 2.43663 2.43663
1.491 2.57148 2.57148
1.492 2.71077 2.71077
1.493 2.85434 2.85434
1.494 3.00198 3.00198
1.495 3.15354 3.15354
1.496 3.3088 3.3088
1.497 3.46758 3.46758
1.498 3.62969 3.62969
1.499 3.79493 3.79493
1.5 3.96311 3.96311
1.501 4.13402 4.13402
1.502 4.30747 4.30747
1.503 4.48326 4.48326
1.504 4.66119 4.66119
1.505 4.84106 4.84106
1.506 5.02268 5.02268
1.507 5.20584 5.20584
1.508 5.39036 5.39036
1.509 5.57604 5.57604
1.51 5.76269 5.76269
1.511 5.95012 5.95012
1.512 6.13815 6.13815
1.513 6.32659 6.32659
1.514 6.51527 6.51527
1.515 6.704 6.704
1.516 6.89262 6.89262
1.517 7.08097 7.08097
1.518 7.26886 7.26886
1.519 7.45615 7.45615
1.52 7.64268 7.64268
1.521 7.8283 7.8283
1.522 8.01286 8.01286
1.523 8.19622 8.19622
1.524 8.37824 8.37824
1.525 8.55879 8.55879
1.526 8.73775 8.73775
1.527 8.91499 8.91499
1.528 9.0904 9.0904
1.529 9.26386 9.26386
1.53 9.43526 9.43526
1.531 9.60451 9.60451
1.532 9.77151 9.77151
1.533 9.93617 9.93617
1.534 10.0984 10.0984
1.535 10.2581 10.2581
1.536 10.4152 10.4152
1.537 10.5697 10.5697
1.538 10.7214 10.7214
1.539 10.8704 10.8704
1.54 11.0165 11.0165
1.541 11.1597 11.1597
1.542 11.3 11.3
1.543 11.4372 11.4372
1.544 11.5715 11.5715
1.545 11.7026 11.7026
1.546 11.8307 11.8307
1.547 11.9556 11.9556
1.548 12.0774 12.0774
1.549 12.1961 12.1961
1.55 12.3115 12.3115
1.551 12.4237 12.4237
1.552 12.5328 12.5328
1.553 12.6386 12.6386
1.554 12.7411 12.7411
1.555 12.8405 12.8405
1.556 12.9367 12.9367
1.557 13.0296 13.0296
1.558 13.1193 13.1193
1.559 13.2059 13.2059
1.56 13.2893 13.2893
1.561 13.3695 13.3695
1.562 13.4465 13.4465
1.563 13.5205 13.5205
1.564 13.5913 13.5913
1.565 13.659 13.659
1.566 13.7237 13.7237
1.567 13.7854 13.7854
1.568 13.844 13.844
1.569 13.8997 13.8997
1.57 13.9525 13.9525
1.571 14.0023 14.0023
1.572 14.0493 14.0493
1.573 14.0934 14.0934
1.574 14.1348 14.1348
1.575 14.1733 14.1733
1.576 14.2092 14.2092
1.577 14.2423 14.2423
1.578 14.2728 14.2728
1.579 14.3007 14.3007
1.58 14.326 14.326
1.581 14.3488 14.3488
1.582 14.3691 14.3691
1.583 14.387 14.387
1.584 14.4024 14.4024
1.585 14.4155 14.4155
1.586 14.4263 14.4263
1.587 14.4348 14.4348
1.588 14.4411 14.4411
1.589 14.4451 14.4451
1.59 14.4471 14.4471
1.591 14.4469 14.4469
1.592 14.4446 14.4446
1.593 14.4404 14.4404
1.594 14.4341 14.4341
1.595 14.426 14.426
1.596 14.4159 14.4159
1.597 14.404 14.404
1.598 14.3902 14.3902
1.599 14.3747 14.3747
1.6 14.3575 14.3575
1.601 14.3385 14.3385
1.602 14.318 14.318
1.603 14.2958 14.2958
1.604 14.272 14.272
1.605 14.2468 14.2468
1.606 14.22 14.22
1.607 14.1918 14.1918
1.608 14.1621 14.1621
1.609 14.1311 14.1311
1.61 14.0987 14.0987
1.611 14.0651 14.0651
1.612 14.0301 14.0301
1.613 13.994 13.994
1.614 13.9566 13.9566
1.615 13.9181 13.9181
1.616 13.8784 13.8784
1.617 13.8376 13.8376
1.618 13.7958 13.7958
1.619 13.753 13.753
1.62 13.7091 13.7091
1.621 13.6643 13.6643
1.622 13.6185 13.6185
1.623 13.5718 13.5718
1.624 13.5242 13.5242
1.625 13.4758 13.4758
1.626 13.4266 13.4266
1.627 13.3766 13.3766
1.628 13.3258 13.3258
1.629 13.2742 13.2742
1.63 13.222 13.222
1.631 13.1691 13.1691
1.632 13.1155 13.1155
1.633 13.0612 13.0612
1.634 13.0064 13.0064
1.635 12.9509 12.9509
1.636 12.8949 12.8949
1.637 12.8384 12.8384
1.638 12.7813 12.7813
1.639 12.7237 12.7237
1.64 12.6657 12.6657
1.641 12.6072 12.6072
1.642 12.5482 12.5482
1.643 12.4889 12.4889
1.644 12.4291 12.4291
1.645 12.369 12.369
1.646 12.3085 12.3085
1.647 12.2477 12.2477
1.648 12.1866 12.1866
1.649 12.1251 12.1251
1.65 12.0634 12.0634
1.651 12.0014 12.0014
1.652 11.9391 11.9391
1.653 11.8766 11.8766
1.654 11.8139 11.8139
1.655 11.751 11.751
1.656 11.6878 11.6878
1.657 11.6245 11.6245
1.658 11.5611 11.5611
1.659 11.4975 11.4975
1.66 11.4337 11.4337
1.661 11.3699 11.3699
1.662 11.3059 11.3059
1.663 11.2418 11.2418
1.664 11.1776 11.1776
1.665 11.1134 11.1134
1.666 11.0491 11.0491
1.667 10.9847 10.9847
1.668 10.9203 10.9203
1.669 10.8559 10.8559
1.67 10.7914 10.7914
1.671 10.7269 10.7269
1.672 10.6625 10.6625
1.673 10.598 10.598
1.674 10.5336 10.5336
1.675 10.4692 10.4692
1.676 10.4048 10.4048
1.677 10.3404 10.3404
1.678 10.2762 10.2762
1.679 10.2119 10.2119
1.68 10.1478 10.1478
1.681 10.0837 10.0837
1.682 10.0197 10.0197
1.683 9.9558 9.9558
1.684 9.89198 9.89198
1.685 9.82827 9.82827
1.686 9.76467 9.76467
1.687 9.70119 9.70119
1.688 9.63782 9.63782
1.689 9.57459 9.57459
1.69 9.51149 9.51149
1.691 9.44852 9.44852
1.692 9.3857 9.3857
1.693 9.32303 9.32303
1.694 9.26052 9.26052
1.695 9.19816 9.19816
1.696 9.13597 9.13597
1.697 9.07395 9.07395
1.698 9.01209 9.01209
1.699 8.95042 8.95042
1.7 8.88893 8.88893
1.701 8.82762 8.82762
1.702 8.7665 8.7665
1.703 8.70558 8.70558
1.704 8.64485 8.64485
1.705 8.58432 8.58432
1.706 8.52399 8.52399
1.707 8.46387 8.46387
1.708 8.40396 8.40396
1.709 8.34426 8.34426
1.71 8.28478 8.28478
1.711 8.22551 8.22551
1.712 8.16647 8.16647
1.713 8.10764 8.10764
1.714 8.04905 8.04905
1.715 7.99068 7.99068
1.716 7.93254 7.93254
1.717 7.87463 7.87463
1.718 7.81695 7.81695
1.719 7.75952 7.75952
1.72 7.70231 7.70231
1.721 7.64535 7.64535
1.722 7.58863 7.58863
1.723 7.53216 7.53216
1.724 7.47593 7.47593
1.725 7.41994 7.41994
1.726 7.3642 7.3642
1.727 7.30871 7.30871
1.728 7.25347 7.25347
1.729 7.19848 7.19848
1.73 7.14374 7.14374
1.731 7.08926 7.08926
1.732 7.03502 7.03502
1.733 6.98105 6.98105
1.734 6.92733 6.92733
1.735 6.87387 6.87387
1.736 6.82066 6.82066
1.737 6.76771 6.76771
1.738 6.71503 6.71503
1.739 6.6626 6.6626
1.74 6.61043 6.61043
1.741 6.55852 6.55852
1.742 6.50687 6.50687
1.743 6.45549 6.45549
1.744 6.40436 6.40436
1.745 6.3535 6.3535
1.746 6.3029 6.3029
1.747 6.25256 6.25256
1.748 6.20249 6.20249
1.749 6.15267 6.15267
1.75 6.10312 6.10312
1.751 6.05384 6.05384
1.752 6.00481 6.00481
1.753 5.95605 5.95605
1.754 5.90756 5.90756
1.755 5.85932 5.85932
1.756 5.81135 5.81135
1.757 5.76364 5.76364
1.758 5.7162 5.7162
1.759 5.66901 5.66901
1.76 5.62209 5.62209
1.761 5.57544 5.57544
1.762 5.52904 5.52904
1.763 5.4829 5.4829
1.764 5.43703 5.43703
1.765 5.39142 5.39142
1.766 5.34607 5.34607
1.767 5.30097 5.30097
1.768 5.25614 5.25614
1.769 5.21157 5.21157
1.77 5.16726 5.16726
1.771 5.1232 5.1232
1.772 5.07941 5.07941
1.773 5.03587 5.03587
1.774 4.99259 4.99259
1.775 4.94956 4.94956
1.776 4.9068 4.9068
1.777 4.86428 4.86428
1.778 4.82203 4.82203
1.779 4.78002 4.78002
1.78 4.73827 4.73827
1.781 4.69678 4.69678
1.782 4.65554 4.65554
1.783 4.61455 4.61455
1.784 4.57381 4.57381
1.785 4.53332 4.53332
1.786 4.49309 4.49309
1.787 4.4531 4.4531
1.788 4.41336 4.41336
1.789 4.37387 4.37387
1.79 4.33463 4.33463
1.791 4.29563 4.29563
1.792 4.25689 4.25689
1.793 4.21838 4.21838
1.794 4.18012 4.18012
1.795 4.14211 4.14211
1.796 4.10434 4.10434
1.797 4.06681 4.06681
1.798 4.02953 4.02953
1.799 3.99248 3.99248
1.8 3.95568 3.95568
1.801 3.91912 3.91912
1.802 3.88279 3.88279
1.803 3.84671 3.84671
1.804 3.81086 3.81086
1.805 3.77524 3.77524
1.806 3.73987 3.73987
1.807 3.70473 3.70473
1.808 3.66982 3.66982
1.809 3.63515 3.63515
1.81 3.60071 3.60071
1.811 3.5665 3.5665
1.812 3.53253 3.53253
1.813 3.49878 3.49878
1.814 3.46527 3.46527
1.815 3.43198 3.43198
1.816 3.39892 3.39892
1.817 3.36609 3.36609
1.818 3.33349 3.33349
1.819 3.30111 3.30111
1.82 3.26896 3.26896
1.821 3.23703 3.23703
1.822 3.20532 3.20532
1.823 3.17384 3.17384
1.824 3.14258 3.14258
1.825 3.11154 3.11154
1.826 3.08072 3.08072
1.827 3.05013 3.05013
1.828 3.01975 3.01975
1.829 2.98958 2.98958
1.83 2.95964 2.95964
1.831 2.92991 2.92991
1.832 2.9004 2.9004
1.833 2.8711 2.8711
1.834 2.84202 2.84202
1.835 2.81315 2.81315
1.836 2.7845 2.7845
1.837 2.75605 2.75605
1.838 2.72782 2.72782
1.839 2.69979 2.69979
1.84 2.67198 2.67198
1.841 2.64438 2.64438
1.842 2.61698 2.61698
1.843 2.58979 2.58979
1.844 2.56281 2.56281
1.845 2.53604 2.53604
1.846 2.50947 2.50947
1.847 2.4831 2.4831
1.848 2.45694 2.45694
1.849 2.43098 2.43098
1.85 2.40522 2.40522
1.851 2.37967 2.37967
1.852 2.35431 2.35431
1.853 2.32916 2.32916
1.854 2.3042 2.3042
1.855 2.27945 2.27945
1.856 2.25489 2.25489
1.857 2.23053 2.23053
1.858 2.20636 2.20636
1.859 2.18239 2.18239
1.86 2.15862 2.15862
1.861 2.13504 2.13504
1.862 2.11166 2.11166
1.863 2.08847 2.08847
1.864 2.06547 2.06547
1.865 2.04266 2.04266
1.866 2.02004 2.02004
1.867 1.99762 1.99762
1.868 1.97538 1.97538
1.869 1.95334 1.95334
1.87 1.93148 1.93148
1.871 1.90981 1.90981
1.872 1.88833 1.88833
1.873 1.86703 1.86703
1.874 1.84592 1.84592
1.875 1.825 1.825
1.876 1.80426 1.80426
1.877 1.7837 1.7837
1.878 1.76333 1.76333
1.879 1.74314 1.74314
1.88 1.72313 1.72313
1.881 1.70331 1.70331
1.882 1.68367 1.68367
1.883 1.6642 1.6642
1.884 1.64492 1.64492
1.885 1.62582 1.62582
1.886 1.60689 1.60689
1.887 1.58814 1.58814
1.888 1.56958 1.56958
1.889 1.55118 1.55118
1.89 1.53297 1.53297
1.891 1.51493 1.51493
1.892 1.49706 1.49706
1.893 1.47938 1.47938
1.894 1.46186 1.46186
1.895 1.44452 1.44452
1.896 1.42735 1.42735
1.897 1.41036 1.41036
1.898 1.39354 1.39354
1.899 1.37688 1.37688
1.9 1.36041 1.36041
1.901 1.3441 1.3441
1.902 1.32796 1.32796
1.903 1.31199 1.31199
1.904 1.29619 1.29619
1.905 1.28056 1.28056
1.906 1.2651 1.2651
1.907 1.2498 1.2498
1.908 1.23467 1.23467
1.909 1.21971 1.21971
1.91 1.20492 1.20492
1.911 1.19029 1.19029
1.912 1.17583 1.17583
1.913 1.16153 1.16153
1.914 1.1474 1.1474
1.915 1.13343 1.13343
1.916 1.11963 1.11963
1.917 1.10598 1.10598
1.918 1.09251 1.09251
1.919 1.07919 1.07919
1.92 1.06603 1.06603
1.921 1.05304 1.05304
1.922 1.04021 1.04021
1.923 1.02754 1.02754
1.924 1.01503 1.01503
1.925 1.00268 1.00268
1.926 0.990489 0.990489
1.927 0.978458 0.978458
1.928 0.966586 0.966586
1.929 0.954872 0.954872
1.93 0.943317 0.943317
1.931 0.931919 0.931919
1.932 0.920679 0.920679
1.933 0.909596 0.909596
1.934 0.89867 0.89867
1.935 0.8879 0.8879
1.936 0.877286 0.877286
1.937 0.866828 0.866828
1.938 0.856525 0.856525
1.939 0.846378 0.846378
1.94 0.836385 0.836385
1.941 0.826546 0.826546
1.942 0.816862 0.816862
1.943 0.807332 0.807332
1.944 0.797955 0.797955
1.945 0.788732 0.788732
1.946 0.779661 0.779661
1.947 0.770743 0.770743
1.948 0.761978 0.761978
1.949 0.753365 0.753365
1.95 0.744903 0.744903
1.951 0.736593 0.736593
1.952 0.728435 0.728435
1.953 0.720427 0.720427
1.954 0.712571 0.712571
1.955 0.704865 0.704865
1.956 0.697309 0.697309
1.957 0.689903 0.689903
1.958 0.682647 0.682647
1.959 0.675541 0.675541
1.96 0.668584 0.668584
1.961 0.661777 0.661777
1.962 0.655118 0.655118
1.963 0.648608 0.648608
1.964 0.642247 0.642247
1.965 0.636034 0.636034
1.966 0.629969 0.629969
1.967 0.624052 0.624052
1.968 0.618283 0.618283
1.969 0.612661 0.612661
1.97 0.607187 0.607187
1.971 0.60186 0.60186
1.972 0.59668 0.59668
1.973 0.591647 0.591647
1.974 0.586761 0.586761
1.975 0.582021 0.582021
1.976 0.577428 0.577428
1.977 0.572981 0.572981
1.978 0.56868 0.56868
1.979 0.564525 0.564525
1.98 0.560516 0.560516
1.981 0.556652 0.556652
1.982 0.552935 0.552935
1.983 0.549363 0.549363
1.984 0.545936 0.545936
1.985 0.542654 0.542654
1.986 0.539518 0.539518
1.987 0.536527 0.536527
1.988 0.53368 0.53368
1.989 0.530979 0.530979
1.99 0.528422 0.528422
1.991 0.52601 0.52601
1.992 0.523743 0.523743
1.993 0.52162 0.52162
1.994 0.519642 0.519642
1.995 0.517808 0.517808
1.996 0.516118 0.516118
1.997 0.514573 0.514573
1.998 0.513172 0.513172
1.999 0.511915 0.511915
2 0.510802 0.510802
2.001 0.509834 0.509834
2.002 0.509009 0.509009
2.003 0.508329 0.508329
2.004 0.507792 0.507792
