runtime E0 E1
21.547 0.676296 0.676296
21.548 0.674753 0.674753
21.549 0.673215 0.673215
21.55 0.671679 0.671679
21.551 0.670148 0.670148
21.552 0.668621 0.668621
21.553 0.667097 0.667097
21.554 0.665577 0.665577
21.555 0.664061 0.664061
21.556 0.662548 0.662548
21.557 0.66104 0.66104
21.558 0.659535 0.659535
21.559 0.658034 0.658034
21.56 0.656536 0.656536
21.561 0.655042 0.655042
21.562 0.653552 0.653552
21.563 0.652066 0.652066
21.564 0.650583 0.650583
21.565 0.649104 0.649104
21.566 0.647629 0.647629
21.567 0.646157 0.646157
21.568 0.644689 0.644689
21.569 0.643225 0.643225
21.57 0.641764 0.641764
21.571 0.640307 0.640307
21.572 0.638854 0.638854
21.573 0.637404 0.637404
21.574 0.635958 0.635958
21.575 0.634515 0.634515
21.576 0.633076 0.633076
21.577 0.631641 0.631641
21.578 0.630209 0.630209
21.579 0.628781 0.628781
21.58 0.627356 0.627356
21.581 0.625935 0.625935
21.582 0.624517 0.624517
21.583 0.623103 0.623103
21.584 0.621693 0.621693
21.585 0.620286 0.620286
21.586 0.618882 0.618882
21.587 0.617482 0.617482
21.588 0.616086 0.616086
21.589 0.614693 0.614693
21.59 0.613304 0.613304
21.591 0.611918 0.611918
21.592 0.610535 0.610535
21.593 0.609156 0.609156
21.594 0.607781 0.607781
21.595 0.606409 0.606409
21.596 0.60504 0.60504
21.597 0.603675 0.603675
21.598 0.602313 0.602313
21.599 0.600955 0.600955
21.6 0.5996 0.5996
21.601 0.598248 0.598248
21.602 0.5969 0.5969
21.603 0.595556 0.595556
21.604 0.594214 0.594214
21.605 0.592876 0.592876
21.606 0.591542 0.591542
21.607 0.590211 0.590211
21.608 0.588883 0.588883
21.609 0.587559 0.587559
21.61 0.586238 0.586238
21.611 0.58492 0.58492
21.612 0.583605 0.583605
21.613 0.582294 0.582294
21.614 0.580987 0.580987
21.615 0.579682 0.579682
21.616 0.578381 0.578381
21.617 0.577083 0.577083
21.618 0.575789 0.575789
21.619 0.574498 0.574498
21.62 0.57321 0.57321
21.621 0.571925 0.571925
21.622 0.570644 0.570644
21.623 0.569366 0.569366
21.624 0.568091 0.568091
21.625 0.566819 0.566819
21.626 0.565551 0.565551
21.627 0.564286 0.564286
21.628 0.563024 0.563024
21.629 0.561766 0.561766
21.63 0.56051 0.56051
21.631 0.559258 0.559258
21.632 0.558009 0.558009
21.633 0.556763 0.556763
21.634 0.555521 0.555521
21.635 0.554281 0.554281
21.636 0.553045 0.553045
21.637 0.551812 0.551812
21.638 0.550582 0.550582
21.639 0.549355 0.549355
21.64 0.548132 0.548132
21.641 0.546912 0.546912
21.642 0.545694 0.545694
21.643 0.54448 0.54448
21.644 0.543269 0.543269
21.645 0.542061 0.542061
21.646 0.540857 0.540857
21.647 0.539655 0.539655
21.648 0.538457 0.538457
21.649 0.537261 0.537261
21.65 0.536069 0.536069
21.651 0.53488 0.53488
21.652 0.533694 0.533694
21.653 0.532511 0.532511
21.654 0.531331 0.531331
21.655 0.530154 0.530154
21.656 0.52898 0.52898
21.657 0.527809 0.527809
21.658 0.526642 0.526642
21.659 0.525477 0.525477
21.66 0.524316 0.524316
21.661 0.523157 0.523157
21.662 0.522001 0.522001
21.663 0.520849 0.520849
21.664 0.519699 0.519699
21.665 0.518553 0.518553
21.666 0.51741 0.51741
21.667 0.516269 0.516269
21.668 0.515132 0.515132
21.669 0.513997 0.513997
21.67 0.512866 0.512866
21.671 0.511737 0.511737
21.672 0.510612 0.510612
21.673 0.509489 0.509489
21.674 0.508369 0.508369
21.675 0.507253 0.507253
21.676 0.506139 0.506139
21.677 0.505028 0.505028
21.678 0.50392 0.50392
21.679 0.502816 0.502816
21.68 0.501714 0.501714
21.681 0.500615 0.500615
21.682 0.499519 0.499519
21.683 0.498425 0.498425
21.684 0.497335 0.497335
21.685 0.496248 0.496248
21.686 0.495163 0.495163
21.687 0.494082 0.494082
21.688 0.493003 0.493003
21.689 0.491927 0.491927
21.69 0.490854 0.490854
21.691 0.489784 0.489784
21.692 0.488717 0.488717
21.693 0.487653 0.487653
21.694 0.486591 0.486591
21.695 0.485533 0.485533
21.696 0.484477 0.484477
21.697 0.483424 0.483424
21.698 0.482374 0.482374
21.699 0.481327 0.481327
21.7 0.480282 0.480282
21.701 0.479241 0.479241
21.702 0.478202 0.478202
21.703 0.477166 0.477166
21.704 0.476133 0.476133
21.705 0.475102 0.475102
21.706 0.474075 0.474075
21.707 0.47305 0.47305
21.708 0.472028 0.472028
21.709 0.471009 0.471009
21.71 0.469993 0.469993
21.711 0.468979 0.468979
21.712 0.467968 0.467968
21.713 0.46696 0.46696
21.714 0.465955 0.465955
21.715 0.464952 0.464952
21.716 0.463952 0.463952
21.717 0.462955 0.462955
21.718 0.461961 0.461961
21.719 0.460969 0.460969
21.72 0.45998 0.45998
21.721 0.458994 0.458994
21.722 0.458011 0.458011
21.723 0.45703 0.45703
21.724 0.456052 0.456052
21.725 0.455077 0.455077
21.726 0.454104 0.454104
21.727 0.453135 0.453135
21.728 0.452167 0.452167
21.729 0.451203 0.451203
21.73 0.450241 0.450241
21.731 0.449282 0.449282
21.732 0.448326 0.448326
21.733 0.447372 0.447372
21.734 0.446421 0.446421
21.735 0.445472 0.445472
21.736 0.444527 0.444527
21.737 0.443583 0.443583
21.738 0.442643 0.442643
21.739 0.441705 0.441705
21.74 0.44077 0.44077
21.741 0.439838 0.439838
21.742 0.438908 0.438908
21.743 0.43798 0.43798
21.744 0.437056 0.437056
21.745 0.436134 0.436134
21.746 0.435214 0.435214
21.747 0.434298 0.434298
21.748 0.433383 0.433383
21.749 0.432472 0.432472
21.75 0.431563 0.431563
21.751 0.430657 0.430657
21.752 0.429753 0.429753
21.753 0.428852 0.428852
21.754 0.427953 0.427953
21.755 0.427057 0.427057
21.756 0.426164 0.426164
21.757 0.425273 0.425273
21.758 0.424384 0.424384
21.759 0.423499 0.423499
21.76 0.422616 0.422616
21.761 0.421735 0.421735
21.762 0.420857 0.420857
21.763 0.419981 0.419981
21.764 0.419108 0.419108
21.765 0.418238 0.418238
21.766 0.41737 0.41737
21.767 0.416505 0.416505
21.768 0.415642 0.415642
21.769 0.414782 0.414782
21.77 0.413924 0.413924
21.771 0.413068 0.413068
21.772 0.412216 0.412216
21.773 0.411365 0.411365
21.774 0.410518 0.410518
21.775 0.409672 0.409672
21.776 0.40883 0.40883
21.777 0.40799 0.40799
21.778 0.407152 0.407152
21.779 0.406316 0.406316
21.78 0.405484 0.405484
21.781 0.404653 0.404653
21.782 0.403826 0.403826
21.783 0.403 0.403
21.784 0.402177 0.402177
21.785 0.401357 0.401357
21.786 0.400539 0.400539
21.787 0.399723 0.399723
21.788 0.39891 0.39891
21.789 0.3981 0.3981
21.79 0.397292 0.397292
21.791 0.396486 0.396486
21.792 0.395683 0.395683
21.793 0.394882 0.394882
21.794 0.394083 0.394083
21.795 0.393287 0.393287
21.796 0.392494 0.392494
21.797 0.391703 0.391703
21.798 0.390914 0.390914
21.799 0.390128 0.390128
21.8 0.389344 0.389344
21.801 0.388562 0.388562
21.802 0.387783 0.387783
21.803 0.387007 0.387007
21.804 0.386232 0.386232
21.805 0.38546 0.38546
21.806 0.384691 0.384691
21.807 0.383924 0.383924
21.808 0.383159 0.383159
21.809 0.382397 0.382397
21.81 0.381637 0.381637
21.811 0.380879 0.380879
21.812 0.380124 0.380124
21.813 0.379371 0.379371
21.814 0.378621 0.378621
21.815 0.377872 0.377872
21.816 0.377127 0.377127
21.817 0.376383 0.376383
21.818 0.375642 0.375642
21.819 0.374903 0.374903
21.82 0.374167 0.374167
21.821 0.373433 0.373433
21.822 0.372701 0.372701
21.823 0.371972 0.371972
21.824 0.371245 0.371245
21.825 0.37052 0.37052
21.826 0.369798 0.369798
21.827 0.369078 0.369078
21.828 0.36836 0.36836
21.829 0.367645 0.367645
21.83 0.366932 0.366932
21.831 0.366221 0.366221
21.832 0.365512 0.365512
21.833 0.364806 0.364806
21.834 0.364102 0.364102
21.835 0.363401 0.363401
21.836 0.362701 0.362701
21.837 0.362004 0.362004
21.838 0.36131 0.36131
21.839 0.360617 0.360617
21.84 0.359927 0.359927
21.841 0.359239 0.359239
21.842 0.358554 0.358554
21.843 0.35787 0.35787
21.844 0.357189 0.357189
21.845 0.35651 0.35651
21.846 0.355834 0.355834
21.847 0.35516 0.35516
21.848 0.354488 0.354488
21.849 0.353818 0.353818
21.85 0.35315 0.35315
21.851 0.352485 0.352485
21.852 0.351822 0.351822
21.853 0.351161 0.351161
21.854 0.350503 0.350503
21.855 0.349847 0.349847
21.856 0.349193 0.349193
21.857 0.348541 0.348541
21.858 0.347891 0.347891
21.859 0.347244 0.347244
21.86 0.346599 0.346599
21.861 0.345956 0.345956
21.862 0.345315 0.345315
21.863 0.344677 0.344677
21.864 0.344041 0.344041
21.865 0.343407 0.343407
21.866 0.342775 0.342775
21.867 0.342145 0.342145
21.868 0.341518 0.341518
21.869 0.340893 0.340893
21.87 0.34027 0.34027
21.871 0.339649 0.339649
21.872 0.33903 0.33903
21.873 0.338414 0.338414
21.874 0.3378 0.3378
21.875 0.337187 0.337187
21.876 0.336578 0.336578
21.877 0.33597 0.33597
21.878 0.335364 0.335364
21.879 0.334761 0.334761
21.88 0.33416 0.33416
21.881 0.333561 0.333561
21.882 0.332964 0.332964
21.883 0.332369 0.332369
21.884 0.331777 0.331777
21.885 0.331187 0.331187
21.886 0.330598 0.330598
21.887 0.330012 0.330012
21.888 0.329428 0.329428
21.889 0.328847 0.328847
21.89 0.328267 0.328267
21.891 0.32769 0.32769
21.892 0.327114 0.327114
21.893 0.326541 0.326541
21.894 0.32597 0.32597
21.895 0.325401 0.325401
21.896 0.324835 0.324835
21.897 0.32427 0.32427
21.898 0.323708 0.323708
21.899 0.323147 0.323147
21.9 0.322589 0.322589
21.901 0.322033 0.322033
21.902 0.321479 0.321479
21.903 0.320927 0.320927
21.904 0.320377 0.320377
21.905 0.31983 0.31983
21.906 0.319284 0.319284
21.907 0.318741 0.318741
21.908 0.318199 0.318199
21.909 0.31766 0.31766
21.91 0.317123 0.317123
21.911 0.316588 0.316588
21.912 0.316055 0.316055
21.913 0.315524 0.315524
21.914 0.314995 0.314995
21.915 0.314469 0.314469
21.916 0.313944 0.313944
21.917 0.313422 0.313422
21.918 0.312901 0.312901
21.919 0.312383 0.312383
21.92 0.311867 0.311867
21.921 0.311353 0.311353
21.922 0.310841 0.310841
21.923 0.31033 0.31033
21.924 0.309823 0.309823
21.925 0.309317 0.309317
21.926 0.308813 0.308813
21.927 0.308311 0.308311
21.928 0.307811 0.307811
21.929 0.307314 0.307314
21.93 0.306818 0.306818
21.931 0.306325 0.306325
21.932 0.305833 0.305833
21.933 0.305344 0.305344
21.934 0.304857 0.304857
21.935 0.304371 0.304371
21.936 0.303888 0.303888
21.937 0.303407 0.303407
21.938 0.302928 0.302928
21.939 0.30245 0.30245
21.94 0.301975 0.301975
21.941 0.301502 0.301502
21.942 0.301031 0.301031
21.943 0.300562 0.300562
21.944 0.300095 0.300095
21.945 0.29963 0.29963
21.946 0.299167 0.299167
21.947 0.298707 0.298707
21.948 0.298248 0.298248
21.949 0.297791 0.297791
21.95 0.297336 0.297336
21.951 0.296883 0.296883
21.952 0.296433 0.296433
21.953 0.295984 0.295984
21.954 0.295537 0.295537
21.955 0.295092 0.295092
21.956 0.294649 0.294649
21.957 0.294209 0.294209
21.958 0.29377 0.29377
21.959 0.293333 0.293333
21.96 0.292899 0.292899
21.961 0.292466 0.292466
21.962 0.292035 0.292035
21.963 0.291606 0.291606
21.964 0.29118 0.29118
21.965 0.290755 0.290755
21.966 0.290332 0.290332
21.967 0.289911 0.289911
21.968 0.289493 0.289493
21.969 0.289076 0.289076
21.97 0.288661 0.288661
21.971 0.288248 0.288248
21.972 0.287837 0.287837
21.973 0.287428 0.287428
21.974 0.287021 0.287021
21.975 0.286616 0.286616
21.976 0.286214 0.286214
21.977 0.285813 0.285813
21.978 0.285414 0.285414
21.979 0.285017 0.285017
21.98 0.284621 0.284621
21.981 0.284228 0.284228
21.982 0.283837 0.283837
21.983 0.283448 0.283448
21.984 0.283061 0.283061
21.985 0.282676 0.282676
21.986 0.282292 0.282292
21.987 0.281911 0.281911
21.988 0.281531 0.281531
21.989 0.281154 0.281154
21.99 0.280779 0.280779
21.991 0.280405 0.280405
21.992 0.280033 0.280033
21.993 0.279664 0.279664
21.994 0.279296 0.279296
21.995 0.27893 0.27893
21.996 0.278566 0.278566
21.997 0.278205 0.278205
21.998 0.277845 0.277845
21.999 0.277487 0.277487
22 0.277131 0.277131
22.001 0.276777 0.276777
22.002 0.276424 0.276424
22.003 0.276074 0.276074
22.004 0.275726 0.275726
22.005 0.275379 0.275379
22.006 0.275035 0.275035
22.007 0.274692 0.274692
22.008 0.274352 0.274352
22.009 0.274013 0.274013
22.01 0.273676 0.273676
22.011 0.273341 0.273341
22.012 0.273009 0.273009
22.013 0.272677 0.272677
22.014 0.272348 0.272348
22.015 0.272021 0.272021
22.016 0.271696 0.271696
22.017 0.271373 0.271373
22.018 0.271051 0.271051
22.019 0.270732 0.270732
22.02 0.270414 0.270414
22.021 0.270098 0.270098
22.022 0.269785 0.269785
22.023 0.269473 0.269473
22.024 0.269163 0.269163
22.025 0.268855 0.268855
22.026 0.268548 0.268548
22.027 0.268244 0.268244
22.028 0.267942 0.267942
22.029 0.267641 0.267641
22.03 0.267343 0.267343
22.031 0.267046 0.267046
22.032 0.266751 0.266751
22.033 0.266458 0.266458
22.034 0.266167 0.266167
22.035 0.265878 0.265878
22.036 0.265591 0.265591
22.037 0.265306 0.265306
22.038 0.265022 0.265022
22.039 0.264741 0.264741
22.04 0.264461 0.264461
22.041 0.264183 0.264183
22.042 0.263907 0.263907
22.043 0.263633 0.263633
22.044 0.263361 0.263361
22.045 0.263091 0.263091
22.046 0.262822 0.262822
22.047 0.262556 0.262556
22.048 0.262291 0.262291
22.049 0.262029 0.262029
22.05 0.261768 0.261768
22.051 0.261509 0.261509
22.052 0.261252 0.261252
22.053 0.260996 0.260996
22.054 0.260743 0.260743
22.055 0.260491 0.260491
22.056 0.260242 0.260242
22.057 0.259994 0.259994
22.058 0.259748 0.259748
22.059 0.259504 0.259504
22.06 0.259262 0.259262
22.061 0.259022 0.259022
22.062 0.258783 0.258783
22.063 0.258546 0.258546
22.064 0.258312 0.258312
22.065 0.258079 0.258079
22.066 0.257848 0.257848
22.067 0.257619 0.257619
22.068 0.257391 0.257391
22.069 0.257166 0.257166
22.07 0.256942 0.256942
22.071 0.256721 0.256721
22.072 0.256501 0.256501
22.073 0.256283 0.256283
22.074 0.256067 0.256067
22.075 0.255852 0.255852
22.076 0.25564 0.25564
22.077 0.255429 0.255429
22.078 0.25522 0.25522
22.079 0.255014 0.255014
22.08 0.254808 0.254808
22.081 0.254605 0.254605
22.082 0.254404 0.254404
22.083 0.254204 0.254204
22.084 0.254007 0.254007
22.085 0.253811 0.253811
22.086 0.253617 0.253617
22.087 0.253425 0.253425
22.088 0.253234 0.253234
22.089 0.253046 0.253046
22.09 0.252859 0.252859
22.091 0.252674 0.252674
22.092 0.252491 0.252491
22.093 0.25231 0.25231
22.094 0.252131 0.252131
22.095 0.251954 0.251954
22.096 0.251778 0.251778
22.097 0.251604 0.251604
22.098 0.251432 0.251432
22.099 0.251262 0.251262
22.1 0.251094 0.251094
22.101 0.250927 0.250927
22.102 0.250763 0.250763
22.103 0.2506 0.2506
22.104 0.250439 0.250439
22.105 0.25028 0.25028
22.106 0.250123 0.250123
22.107 0.249967 0.249967
22.108 0.249813 0.249813
22.109 0.249662 0.249662
22.11 0.249512 0.249512
22.111 0.249363 0.249363
22.112 0.249217 0.249217
22.113 0.249073 0.249073
22.114 0.24893 0.24893
22.115 0.248789 0.248789
22.116 0.24865 0.24865
22.117 0.248513 0.248513
22.118 0.248377 0.248377
22.119 0.248244 0.248244
22.12 0.248112 0.248112
22.121 0.247982 0.247982
22.122 0.247854 0.247854
22.123 0.247728 0.247728
22.124 0.247603 0.247603
22.125 0.24748 0.24748
22.126 0.24736 0.24736
22.127 0.247241 0.247241
22.128 0.247123 0.247123
22.129 0.247008 0.247008
22.13 0.246894 0.246894
22.131 0.246783 0.246783
22.132 0.246673 0.246673
22.133 0.246564 0.246564
22.134 0.246458 0.246458
22.135 0.246354 0.246354
22.136 0.246251 0.246251
22.137 0.24615 0.24615
22.138 0.246051 0.246051
22.139 0.245954 0.245954
22.14 0.245858 0.245858
22.141 0.245765 0.245765
22.142 0.245673 0.245673
22.143 0.245583 0.245583
22.144 0.245495 0.245495
22.145 0.245408 0.245408
22.146 0.245324 0.245324
22.147 0.245241 0.245241
22.148 0.24516 0.24516
22.149 0.245081 0.245081
22.15 0.245003 0.245003
22.151 0.244928 0.244928
22.152 0.244854 0.244854
22.153 0.244782 0.244782
22.154 0.244712 0.244712
22.155 0.244644 0.244644
22.156 0.244577 0.244577
22.157 0.244512 0.244512
22.158 0.244449 0.244449
22.159 0.244388 0.244388
22.16 0.244329 0.244329
22.161 0.244272 0.244272
22.162 0.244216 0.244216
22.163 0.244162 0.244162
22.164 0.24411 0.24411
22.165 0.24406 0.24406
22.166 0.244011 0.244011
22.167 0.243965 0.243965
22.168 0.24392 0.24392
22.169 0.243877 0.243877
22.17 0.243835 0.243835
22.171 0.243796 0.243796
22.172 0.243758 0.243758
22.173 0.243722 0.243722
22.174 0.243688 0.243688
22.175 0.243656 0.243656
22.176 0.243626 0.243626
22.177 0.243597 0.243597
22.178 0.24357 0.24357
22.179 0.243545 0.243545
22.18 0.243522 0.243522
22.181 0.243501 0.243501
22.182 0.243481 0.243481
22.183 0.243463 0.243463
22.184 0.243447 0.243447
22.185 0.243433 0.243433
22.186 0.243421 0.243421
22.187 0.24341 0.24341
22.188 0.243401 0.243401
22.189 0.243394 0.243394
22.19 0.243389 0.243389
22.191 0.243386 0.243386
22.192 0.243384 0.243384
22.193 0.243384 0.243384
22.194 0.243386 0.243386
22.195 0.24339 0.24339
22.196 0.243396 0.243396
22.197 0.243403 0.243403
22.198 0.243412 0.243412
22.199 0.243423 0.243423
22.2 0.243436 0.243436
22.201 0.243451 0.243451
22.202 0.243467 0.243467
22.203 0.243485 0.243485
22.204 0.243505 0.243505
22.205 0.243527 0.243527
22.206 0.243551 0.243551
22.207 0.243576 0.243576
22.208 0.243603 0.243603
22.209 0.243632 0.243632
22.21 0.243663 0.243663
22.211 0.243696 0.243696
22.212 0.24373 0.24373
22.213 0.243766 0.243766
22.214 0.243804 0.243804
22.215 0.243844 0.243844
22.216 0.243886 0.243886
22.217 0.243929 0.243929
22.218 0.243975 0.243975
22.219 0.244022 0.244022
22.22 0.244071 0.244071
22.221 0.244121 0.244121
22.222 0.244174 0.244174
22.223 0.244228 0.244228
22.224 0.244284 0.244284
22.225 0.244342 0.244342
22.226 0.244402 0.244402
22.227 0.244463 0.244463
22.228 0.244526 0.244526
22.229 0.244591 0.244591
22.23 0.244658 0.244658
22.231 0.244727 0.244727
22.232 0.244798 0.244798
22.233 0.24487 0.24487
22.234 0.244944 0.244944
22.235 0.24502 0.24502
22.236 0.245098 0.245098
22.237 0.245177 0.245177
22.238 0.245259 0.245259
22.239 0.245342 0.245342
22.24 0.245427 0.245427
22.241 0.245514 0.245514
22.242 0.245602 0.245602
22.243 0.245693 0.245693
22.244 0.245785 0.245785
22.245 0.245879 0.245879
22.246 0.245975 0.245975
22.247 0.246072 0.246072
22.248 0.246172 0.246172
22.249 0.246273 0.246273
22.25 0.246376 0.246376
22.251 0.246481 0.246481
22.252 0.246588 0.246588
22.253 0.246696 0.246696
22.254 0.246807 0.246807
22.255 0.246919 0.246919
22.256 0.247033 0.247033
22.257 0.247148 0.247148
22.258 0.247266 0.247266
22.259 0.247385 0.247385
22.26 0.247507 0.247507
22.261 0.24763 0.24763
22.262 0.247755 0.247755
22.263 0.247881 0.247881
22.264 0.24801 0.24801
22.265 0.24814 0.24814
22.266 0.248272 0.248272
22.267 0.248406 0.248406
22.268 0.248542 0.248542
22.269 0.248679 0.248679
22.27 0.248819 0.248819
22.271 0.24896 0.24896
22.272 0.249103 0.249103
22.273 0.249248 0.249248
22.274 0.249395 0.249395
22.275 0.249543 0.249543
22.276 0.249694 0.249694
22.277 0.249846 0.249846
22.278 0.25 0.25
22.279 0.250156 0.250156
22.28 0.250313 0.250313
22.281 0.250473 0.250473
22.282 0.250634 0.250634
22.283 0.250797 0.250797
22.284 0.250962 0.250962
22.285 0.251129 0.251129
22.286 0.251298 0.251298
22.287 0.251468 0.251468
22.288 0.251641 0.251641
22.289 0.251815 0.251815
22.29 0.251991 0.251991
22.291 0.252168 0.252168
22.292 0.252348 0.252348
22.293 0.25253 0.25253
22.294 0.252713 0.252713
22.295 0.252898 0.252898
22.296 0.253085 0.253085
22.297 0.253274 0.253274
22.298 0.253465 0.253465
22.299 0.253657 0.253657
22.3 0.253851 0.253851
22.301 0.254048 0.254048
22.302 0.254246 0.254246
22.303 0.254445 0.254445
22.304 0.254647 0.254647
22.305 0.254851 0.254851
22.306 0.255056 0.255056
22.307 0.255263 0.255263
22.308 0.255473 0.255473
22.309 0.255683 0.255683
22.31 0.255896 0.255896
22.311 0.256111 0.256111
22.312 0.256327 0.256327
22.313 0.256546 0.256546
22.314 0.256766 0.256766
22.315 0.256988 0.256988
22.316 0.257212 0.257212
22.317 0.257438 0.257438
22.318 0.257665 0.257665
22.319 0.257895 0.257895
22.32 0.258126 0.258126
22.321 0.258359 0.258359
22.322 0.258594 0.258594
22.323 0.258831 0.258831
22.324 0.25907 0.25907
22.325 0.259311 0.259311
22.326 0.259553 0.259553
22.327 0.259797 0.259797
22.328 0.260044 0.260044
22.329 0.260292 0.260292
22.33 0.260542 0.260542
22.331 0.260794 0.260794
22.332 0.261047 0.261047
22.333 0.261303 0.261303
22.334 0.26156 0.26156
22.335 0.26182 0.26182
22.336 0.262081 0.262081
22.337 0.262344 0.262344
22.338 0.262609 0.262609
22.339 0.262875 0.262875
22.34 0.263144 0.263144
22.341 0.263415 0.263415
22.342 0.263687 0.263687
22.343 0.263961 0.263961
22.344 0.264238 0.264238
22.345 0.264516 0.264516
22.346 0.264796 0.264796
22.347 0.265077 0.265077
22.348 0.265361 0.265361
22.349 0.265647 0.265647
22.35 0.265934 0.265934
22.351 0.266224 0.266224
22.352 0.266515 0.266515
22.353 0.266808 0.266808
22.354 0.267103 0.267103
22.355 0.2674 0.2674
22.356 0.267699 0.267699
22.357 0.268 0.268
22.358 0.268302 0.268302
22.359 0.268607 0.268607
22.36 0.268913 0.268913
22.361 0.269222 0.269222
22.362 0.269532 0.269532
22.363 0.269844 0.269844
22.364 0.270158 0.270158
22.365 0.270474 0.270474
22.366 0.270792 0.270792
22.367 0.271112 0.271112
22.368 0.271433 0.271433
22.369 0.271757 0.271757
22.37 0.272083 0.272083
22.371 0.27241 0.27241
22.372 0.272739 0.272739
22.373 0.273071 0.273071
22.374 0.273404 0.273404
22.375 0.273739 0.273739
22.376 0.274076 0.274076
22.377 0.274415 0.274415
22.378 0.274756 0.274756
22.379 0.275098 0.275098
22.38 0.275443 0.275443
22.381 0.27579 0.27579
22.382 0.276138 0.276138
22.383 0.276489 0.276489
22.384 0.276841 0.276841
22.385 0.277195 0.277195
22.386 0.277552 0.277552
22.387 0.27791 0.27791
22.388 0.27827 0.27827
22.389 0.278632 0.278632
22.39 0.278996 0.278996
22.391 0.279362 0.279362
22.392 0.27973 0.27973
22.393 0.2801 0.2801
22.394 0.280472 0.280472
22.395 0.280845 0.280845
22.396 0.281221 0.281221
22.397 0.281599 0.281599
22.398 0.281978 0.281978
22.399 0.28236 0.28236
22.4 0.282743 0.282743
22.401 0.283129 0.283129
22.402 0.283516 0.283516
22.403 0.283905 0.283905
22.404 0.284297 0.284297
22.405 0.28469 0.28469
22.406 0.285085 0.285085
22.407 0.285483 0.285483
22.408 0.285882 0.285882
22.409 0.286283 0.286283
22.41 0.286686 0.286686
22.411 0.287091 0.287091
22.412 0.287498 0.287498
22.413 0.287907 0.287907
22.414 0.288318 0.288318
22.415 0.288731 0.288731
22.416 0.289146 0.289146
22.417 0.289563 0.289563
22.418 0.289982 0.289982
22.419 0.290403 0.290403
22.42 0.290826 0.290826
22.421 0.291251 0.291251
22.422 0.291678 0.291678
22.423 0.292106 0.292106
22.424 0.292537 0.292537
22.425 0.29297 0.29297
22.426 0.293405 0.293405
22.427 0.293842 0.293842
22.428 0.294281 0.294281
22.429 0.294722 0.294722
22.43 0.295164 0.295164
22.431 0.295609 0.295609
22.432 0.296056 0.296056
22.433 0.296505 0.296505
22.434 0.296956 0.296956
22.435 0.297409 0.297409
22.436 0.297864 0.297864
22.437 0.298321 0.298321
22.438 0.29878 0.29878
22.439 0.299241 0.299241
22.44 0.299704 0.299704
22.441 0.300169 0.300169
22.442 0.300636 0.300636
22.443 0.301105 0.301105
22.444 0.301576 0.301576
22.445 0.302049 0.302049
22.446 0.302524 0.302524
22.447 0.303001 0.303001
22.448 0.303481 0.303481
22.449 0.303962 0.303962
22.45 0.304445 0.304445
22.451 0.304931 0.304931
22.452 0.305418 0.305418
22.453 0.305907 0.305907
22.454 0.306399 0.306399
22.455 0.306893 0.306893
22.456 0.307388 0.307388
22.457 0.307886 0.307886
22.458 0.308386 0.308386
22.459 0.308887 0.308887
22.46 0.309391 0.309391
22.461 0.309897 0.309897
22.462 0.310405 0.310405
22.463 0.310915 0.310915
22.464 0.311427 0.311427
22.465 0.311941 0.311941
22.466 0.312458 0.312458
22.467 0.312976 0.312976
22.468 0.313496 0.313496
22.469 0.314019 0.314019
22.47 0.314543 0.314543
22.471 0.31507 0.31507
22.472 0.315599 0.315599
22.473 0.31613 0.31613
22.474 0.316663 0.316663
22.475 0.317198 0.317198
22.476 0.317735 0.317735
22.477 0.318274 0.318274
22.478 0.318815 0.318815
22.479 0.319359 0.319359
22.48 0.319904 0.319904
22.481 0.320452 0.320452
22.482 0.321001 0.321001
22.483 0.321553 0.321553
22.484 0.322107 0.322107
22.485 0.322663 0.322663
22.486 0.323222 0.323222
22.487 0.323782 0.323782
22.488 0.324344 0.324344
22.489 0.324909 0.324909
22.49 0.325475 0.325475
22.491 0.326044 0.326044
22.492 0.326615 0.326615
22.493 0.327188 0.327188
22.494 0.327764 0.327764
22.495 0.328341 0.328341
22.496 0.32892 0.32892
22.497 0.329502 0.329502
22.498 0.330086 0.330086
22.499 0.330672 0.330672
22.5 0.33126 0.33126
22.501 0.33185 0.33185
22.502 0.332442 0.332442
22.503 0.333037 0.333037
22.504 0.333634 0.333634
22.505 0.334233 0.334233
22.506 0.334834 0.334834
22.507 0.335437 0.335437
22.508 0.336042 0.336042
22.509 0.33665 0.33665
22.51 0.33726 0.33726
22.511 0.337872 0.337872
22.512 0.338486 0.338486
22.513 0.339102 0.339102
22.514 0.33972 0.33972
22.515 0.340341 0.340341
22.516 0.340964 0.340964
22.517 0.341589 0.341589
22.518 0.342216 0.342216
22.519 0.342846 0.342846
22.52 0.343477 0.343477
22.521 0.344111 0.344111
22.522 0.344747 0.344747
22.523 0.345385 0.345385
22.524 0.346026 0.346026
22.525 0.346669 0.346669
22.526 0.347314 0.347314
22.527 0.347961 0.347961
22.528 0.34861 0.34861
22.529 0.349262 0.349262
22.53 0.349915 0.349915
22.531 0.350571 0.350571
22.532 0.35123 0.35123
22.533 0.35189 0.35189
22.534 0.352553 0.352553
22.535 0.353218 0.353218
22.536 0.353885 0.353885
22.537 0.354555 0.354555
22.538 0.355227 0.355227
22.539 0.355901 0.355901
22.54 0.356577 0.356577
22.541 0.357255 0.357255
22.542 0.357936 0.357936
22.543 0.358619 0.358619
22.544 0.359305 0.359305
22.545 0.359992 0.359992
