runtime x0 y0 x1 y1
25.296 10.105379 7.138453 9.894621 12.861547
25.297 10.105177 7.137825 9.894823 12.862175
25.298 10.104975 7.137198 9.895025 12.862802
25.299 10.104773 7.136571 9.895227 12.863429
25.3 10.104571 7.135945 9.895429 12.864055
25.301 10.104369 7.135319 9.895631 12.864681
25.302 10.104167 7.134694 9.895833 12.865306
25.303 10.103964 7.134069 9.896036 12.865931
25.304 10.103762 7.133445 9.896238 12.866555
25.305 10.103560 7.132821 9.896440 12.867179
25.306 10.103358 7.132198 9.896642 12.867802
25.307 10.103156 7.131575 9.896844 12.868425
25.308 10.102953 7.130953 9.897047 12.869047
25.309 10.102751 7.130331 9.897249 12.869669
25.31 10.102549 7.129710 9.897451 12.870290
25.311 10.102347 7.129089 9.897653 12.870911
25.312 10.102144 7.128469 9.897856 12.871531
25.313 10.101942 7.127849 9.898058 12.872151
25.314 10.101740 7.127229 9.898260 12.872771
25.315 10.101537 7.126610 9.898463 12.873390
25.316 10.101335 7.125992 9.898665 12.874008
25.317 10.101133 7.125374 9.898867 12.874626
25.318 10.100930 7.124757 9.899070 12.875243
25.319 10.100728 7.124140 9.899272 12.875860
25.32 10.100525 7.123523 9.899475 12.876477
25.321 10.100323 7.122907 9.899677 12.877093
25.322 10.100120 7.122292 9.899880 12.877708
25.323 10.099918 7.121677 9.900082 12.878323
25.324 10.099715 7.121062 9.900285 12.878938
25.325 10.099513 7.120448 9.900487 12.879552
25.326 10.099310 7.119834 9.900690 12.880166
25.327 10.099108 7.119221 9.900892 12.880779
25.328 10.098905 7.118609 9.901095 12.881391
25.329 10.098703 7.117996 9.901297 12.882004
25.33 10.098500 7.117385 9.901500 12.882615
25.331 10.098297 7.116773 9.901703 12.883227
25.332 10.098095 7.116163 9.901905 12.883837
25.333 10.097892 7.115552 9.902108 12.884448
25.334 10.097690 7.114943 9.902310 12.885057
25.335 10.097487 7.114333 9.902513 12.885667
25.336 10.097284 7.113724 9.902716 12.886276
25.337 10.097081 7.113116 9.902919 12.886884
25.338 10.096879 7.112508 9.903121 12.887492
25.339 10.096676 7.111901 9.903324 12.888099
25.34 10.096473 7.111294 9.903527 12.888706
25.341 10.096270 7.110687 9.903730 12.889313
25.342 10.096068 7.110081 9.903932 12.889919
25.343 10.095865 7.109476 9.904135 12.890524
25.344 10.095662 7.108870 9.904338 12.891130
25.345 10.095459 7.108266 9.904541 12.891734
25.346 10.095256 7.107662 9.904744 12.892338
25.347 10.095053 7.107058 9.904947 12.892942
25.348 10.094851 7.106455 9.905149 12.893545
25.349 10.094648 7.105852 9.905352 12.894148
25.35 10.094445 7.105250 9.905555 12.894750
25.351 10.094242 7.104648 9.905758 12.895352
25.352 10.094039 7.104046 9.905961 12.895954
25.353 10.093836 7.103445 9.906164 12.896555
25.354 10.093633 7.102845 9.906367 12.897155
25.355 10.093430 7.102245 9.906570 12.897755
25.356 10.093227 7.101645 9.906773 12.898355
25.357 10.093024 7.101046 9.906976 12.898954
25.358 10.092821 7.100447 9.907179 12.899553
25.359 10.092618 7.099849 9.907382 12.900151
25.36 10.092415 7.099252 9.907585 12.900748
25.361 10.092212 7.098654 9.907788 12.901346
25.362 10.092009 7.098057 9.907991 12.901943
25.363 10.091805 7.097461 9.908195 12.902539
25.364 10.091602 7.096865 9.908398 12.903135
25.365 10.091399 7.096270 9.908601 12.903730
25.366 10.091196 7.095675 9.908804 12.904325
25.367 10.090993 7.095080 9.909007 12.904920
25.368 10.090790 7.094486 9.909210 12.905514
25.369 10.090587 7.093892 9.909413 12.906108
25.37 10.090383 7.093299 9.909617 12.906701
25.371 10.090180 7.092706 9.909820 12.907294
25.372 10.089977 7.092114 9.910023 12.907886
25.373 10.089774 7.091522 9.910226 12.908478
25.374 10.089570 7.090931 9.910430 12.909069
25.375 10.089367 7.090340 9.910633 12.909660
25.376 10.089164 7.089749 9.910836 12.910251
25.377 10.088960 7.089159 9.911040 12.910841
25.378 10.088757 7.088569 9.911243 12.911431
25.379 10.088554 7.087980 9.911446 12.912020
25.38 10.088350 7.087392 9.911650 12.912608
25.381 10.088147 7.086803 9.911853 12.913197
25.382 10.087944 7.086215 9.912056 12.913785
25.383 10.087740 7.085628 9.912260 12.914372
25.384 10.087537 7.085041 9.912463 12.914959
25.385 10.087334 7.084454 9.912666 12.915546
25.386 10.087130 7.083868 9.912870 12.916132
25.387 10.086927 7.083283 9.913073 12.916717
25.388 10.086723 7.082697 9.913277 12.917303
25.389 10.086520 7.082113 9.913480 12.917887
25.39 10.086316 7.081528 9.913684 12.918472
25.391 10.086113 7.080944 9.913887 12.919056
25.392 10.085909 7.080361 9.914091 12.919639
25.393 10.085706 7.079778 9.914294 12.920222
25.394 10.085502 7.079195 9.914498 12.920805
25.395 10.085299 7.078613 9.914701 12.921387
25.396 10.085095 7.078031 9.914905 12.921969
25.397 10.084892 7.077450 9.915108 12.922550
25.398 10.084688 7.076869 9.915312 12.923131
25.399 10.084484 7.076289 9.915516 12.923711
25.4 10.084281 7.075709 9.915719 12.924291
25.401 10.084077 7.075129 9.915923 12.924871
25.402 10.083874 7.074550 9.916126 12.925450
25.403 10.083670 7.073971 9.916330 12.926029
25.404 10.083466 7.073393 9.916534 12.926607
25.405 10.083263 7.072815 9.916737 12.927185
25.406 10.083059 7.072238 9.916941 12.927762
25.407 10.082855 7.071661 9.917145 12.928339
25.408 10.082652 7.071084 9.917348 12.928916
25.409 10.082448 7.070508 9.917552 12.929492
25.41 10.082244 7.069932 9.917756 12.930068
25.411 10.082040 7.069357 9.917960 12.930643
25.412 10.081837 7.068782 9.918163 12.931218
25.413 10.081633 7.068208 9.918367 12.931792
25.414 10.081429 7.067634 9.918571 12.932366
25.415 10.081225 7.067060 9.918775 12.932940
25.416 10.081022 7.066487 9.918978 12.933513
25.417 10.080818 7.065914 9.919182 12.934086
25.418 10.080614 7.065342 9.919386 12.934658
25.419 10.080410 7.064770 9.919590 12.935230
25.42 10.080206 7.064198 9.919794 12.935802
25.421 10.080002 7.063627 9.919998 12.936373
25.422 10.079798 7.063057 9.920202 12.936943
25.423 10.079595 7.062486 9.920405 12.937514
25.424 10.079391 7.061917 9.920609 12.938083
25.425 10.079187 7.061347 9.920813 12.938653
25.426 10.078983 7.060778 9.921017 12.939222
25.427 10.078779 7.060210 9.921221 12.939790
25.428 10.078575 7.059642 9.921425 12.940358
25.429 10.078371 7.059074 9.921629 12.940926
25.43 10.078167 7.058507 9.921833 12.941493
25.431 10.077963 7.057940 9.922037 12.942060
25.432 10.077759 7.057373 9.922241 12.942627
25.433 10.077555 7.056807 9.922445 12.943193
25.434 10.077351 7.056241 9.922649 12.943759
25.435 10.077147 7.055676 9.922853 12.944324
25.436 10.076943 7.055111 9.923057 12.944889
25.437 10.076739 7.054547 9.923261 12.945453
25.438 10.076535 7.053983 9.923465 12.946017
25.439 10.076331 7.053419 9.923669 12.946581
25.44 10.076127 7.052856 9.923873 12.947144
25.441 10.075923 7.052293 9.924077 12.947707
25.442 10.075719 7.051731 9.924281 12.948269
25.443 10.075515 7.051169 9.924485 12.948831
25.444 10.075311 7.050608 9.924689 12.949392
25.445 10.075106 7.050046 9.924894 12.949954
25.446 10.074902 7.049486 9.925098 12.950514
25.447 10.074698 7.048925 9.925302 12.951075
25.448 10.074494 7.048365 9.925506 12.951635
25.449 10.074290 7.047806 9.925710 12.952194
25.45 10.074086 7.047247 9.925914 12.952753
25.451 10.073882 7.046688 9.926118 12.953312
25.452 10.073677 7.046130 9.926323 12.953870
25.453 10.073473 7.045572 9.926527 12.954428
25.454 10.073269 7.045014 9.926731 12.954986
25.455 10.073065 7.044457 9.926935 12.955543
25.456 10.072861 7.043901 9.927139 12.956099
25.457 10.072656 7.043344 9.927344 12.956656
25.458 10.072452 7.042788 9.927548 12.957212
25.459 10.072248 7.042233 9.927752 12.957767
25.46 10.072043 7.041678 9.927957 12.958322
25.461 10.071839 7.041123 9.928161 12.958877
25.462 10.071635 7.040569 9.928365 12.959431
25.463 10.071431 7.040015 9.928569 12.959985
25.464 10.071226 7.039461 9.928774 12.960539
25.465 10.071022 7.038908 9.928978 12.961092
25.466 10.070818 7.038356 9.929182 12.961644
25.467 10.070613 7.037803 9.929387 12.962197
25.468 10.070409 7.037251 9.929591 12.962749
25.469 10.070205 7.036700 9.929795 12.963300
25.47 10.070000 7.036149 9.930000 12.963851
25.471 10.069796 7.035598 9.930204 12.964402
25.472 10.069592 7.035048 9.930408 12.964952
25.473 10.069387 7.034498 9.930613 12.965502
25.474 10.069183 7.033948 9.930817 12.966052
25.475 10.068978 7.033399 9.931022 12.966601
25.476 10.068774 7.032850 9.931226 12.967150
25.477 10.068569 7.032302 9.931431 12.967698
25.478 10.068365 7.031754 9.931635 12.968246
25.479 10.068161 7.031206 9.931839 12.968794
25.48 10.067956 7.030659 9.932044 12.969341
25.481 10.067752 7.030112 9.932248 12.969888
25.482 10.067547 7.029566 9.932453 12.970434
25.483 10.067343 7.029020 9.932657 12.970980
25.484 10.067138 7.028474 9.932862 12.971526
25.485 10.066934 7.027929 9.933066 12.972071
25.486 10.066729 7.027384 9.933271 12.972616
25.487 10.066525 7.026839 9.933475 12.973161
25.488 10.066320 7.026295 9.933680 12.973705
25.489 10.066116 7.025752 9.933884 12.974248
25.49 10.065911 7.025208 9.934089 12.974792
25.491 10.065707 7.024665 9.934293 12.975335
25.492 10.065502 7.024123 9.934498 12.975877
25.493 10.065297 7.023580 9.934703 12.976420
25.494 10.065093 7.023039 9.934907 12.976961
25.495 10.064888 7.022497 9.935112 12.977503
25.496 10.064684 7.021956 9.935316 12.978044
25.497 10.064479 7.021416 9.935521 12.978584
25.498 10.064274 7.020875 9.935726 12.979125
25.499 10.064070 7.020335 9.935930 12.979665
25.5 10.063865 7.019796 9.936135 12.980204
25.501 10.063661 7.019257 9.936339 12.980743
25.502 10.063456 7.018718 9.936544 12.981282
25.503 10.063251 7.018180 9.936749 12.981820
25.504 10.063047 7.017642 9.936953 12.982358
25.505 10.062842 7.017104 9.937158 12.982896
25.506 10.062637 7.016567 9.937363 12.983433
25.507 10.062433 7.016030 9.937567 12.983970
25.508 10.062228 7.015493 9.937772 12.984507
25.509 10.062023 7.014957 9.937977 12.985043
25.51 10.061818 7.014422 9.938182 12.985578
25.511 10.061614 7.013886 9.938386 12.986114
25.512 10.061409 7.013351 9.938591 12.986649
25.513 10.061204 7.012817 9.938796 12.987183
25.514 10.061000 7.012282 9.939000 12.987718
25.515 10.060795 7.011748 9.939205 12.988252
25.516 10.060590 7.011215 9.939410 12.988785
25.517 10.060385 7.010682 9.939615 12.989318
25.518 10.060180 7.010149 9.939820 12.989851
25.519 10.059976 7.009617 9.940024 12.990383
25.52 10.059771 7.009085 9.940229 12.990915
25.521 10.059566 7.008553 9.940434 12.991447
25.522 10.059361 7.008022 9.940639 12.991978
25.523 10.059157 7.007491 9.940843 12.992509
25.524 10.058952 7.006960 9.941048 12.993040
25.525 10.058747 7.006430 9.941253 12.993570
25.526 10.058542 7.005900 9.941458 12.994100
25.527 10.058337 7.005371 9.941663 12.994629
25.528 10.058132 7.004842 9.941868 12.995158
25.529 10.057928 7.004313 9.942072 12.995687
25.53 10.057723 7.003785 9.942277 12.996215
25.531 10.057518 7.003257 9.942482 12.996743
25.532 10.057313 7.002729 9.942687 12.997271
25.533 10.057108 7.002202 9.942892 12.997798
25.534 10.056903 7.001675 9.943097 12.998325
25.535 10.056698 7.001149 9.943302 12.998851
25.536 10.056493 7.000623 9.943507 12.999377
25.537 10.056288 7.000097 9.943712 12.999903
25.538 10.056084 6.999572 9.943916 13.000428
25.539 10.055879 6.999047 9.944121 13.000953
25.54 10.055674 6.998522 9.944326 13.001478
25.541 10.055469 6.997998 9.944531 13.002002
25.542 10.055264 6.997474 9.944736 13.002526
25.543 10.055059 6.996950 9.944941 13.003050
25.544 10.054854 6.996427 9.945146 13.003573
25.545 10.054649 6.995904 9.945351 13.004096
25.546 10.054444 6.995381 9.945556 13.004619
25.547 10.054239 6.994859 9.945761 13.005141
25.548 10.054034 6.994337 9.945966 13.005663
25.549 10.053829 6.993816 9.946171 13.006184
25.55 10.053624 6.993295 9.946376 13.006705
25.551 10.053419 6.992774 9.946581 13.007226
25.552 10.053214 6.992254 9.946786 13.007746
25.553 10.053009 6.991734 9.946991 13.008266
25.554 10.052804 6.991214 9.947196 13.008786
25.555 10.052599 6.990695 9.947401 13.009305
25.556 10.052394 6.990176 9.947606 13.009824
25.557 10.052189 6.989657 9.947811 13.010343
25.558 10.051984 6.989139 9.948016 13.010861
25.559 10.051779 6.988621 9.948221 13.011379
25.56 10.051574 6.988104 9.948426 13.011896
25.561 10.051369 6.987587 9.948631 13.012413
25.562 10.051164 6.987070 9.948836 13.012930
25.563 10.050959 6.986553 9.949041 13.013447
25.564 10.050754 6.986037 9.949246 13.013963
25.565 10.050548 6.985522 9.949452 13.014478
25.566 10.050343 6.985006 9.949657 13.014994
25.567 10.050138 6.984491 9.949862 13.015509
25.568 10.049933 6.983976 9.950067 13.016024
25.569 10.049728 6.983462 9.950272 13.016538
25.57 10.049523 6.982948 9.950477 13.017052
25.571 10.049318 6.982434 9.950682 13.017566
25.572 10.049113 6.981921 9.950887 13.018079
25.573 10.048908 6.981408 9.951092 13.018592
25.574 10.048702 6.980896 9.951298 13.019104
25.575 10.048497 6.980383 9.951503 13.019617
25.576 10.048292 6.979871 9.951708 13.020129
25.577 10.048087 6.979360 9.951913 13.020640
25.578 10.047882 6.978849 9.952118 13.021151
25.579 10.047677 6.978338 9.952323 13.021662
25.58 10.047471 6.977827 9.952529 13.022173
25.581 10.047266 6.977317 9.952734 13.022683
25.582 10.047061 6.976807 9.952939 13.023193
25.583 10.046856 6.976298 9.953144 13.023702
25.584 10.046651 6.975789 9.953349 13.024211
25.585 10.046446 6.975280 9.953554 13.024720
25.586 10.046240 6.974771 9.953760 13.025229
25.587 10.046035 6.974263 9.953965 13.025737
25.588 10.045830 6.973756 9.954170 13.026244
25.589 10.045625 6.973248 9.954375 13.026752
25.59 10.045419 6.972741 9.954581 13.027259
25.591 10.045214 6.972234 9.954786 13.027766
25.592 10.045009 6.971728 9.954991 13.028272
25.593 10.044804 6.971222 9.955196 13.028778
25.594 10.044599 6.970716 9.955401 13.029284
25.595 10.044393 6.970211 9.955607 13.029789
25.596 10.044188 6.969706 9.955812 13.030294
25.597 10.043983 6.969201 9.956017 13.030799
25.598 10.043778 6.968697 9.956222 13.031303
25.599 10.043572 6.968193 9.956428 13.031807
25.6 10.043367 6.967689 9.956633 13.032311
25.601 10.043162 6.967186 9.956838 13.032814
25.602 10.042956 6.966683 9.957044 13.033317
25.603 10.042751 6.966180 9.957249 13.033820
25.604 10.042546 6.965678 9.957454 13.034322
25.605 10.042341 6.965176 9.957659 13.034824
25.606 10.042135 6.964674 9.957865 13.035326
25.607 10.041930 6.964173 9.958070 13.035827
25.608 10.041725 6.963672 9.958275 13.036328
25.609 10.041519 6.963171 9.958481 13.036829
25.61 10.041314 6.962671 9.958686 13.037329
25.611 10.041109 6.962171 9.958891 13.037829
25.612 10.040903 6.961671 9.959097 13.038329
25.613 10.040698 6.961172 9.959302 13.038828
25.614 10.040493 6.960673 9.959507 13.039327
25.615 10.040287 6.960174 9.959713 13.039826
25.616 10.040082 6.959676 9.959918 13.040324
25.617 10.039877 6.959178 9.960123 13.040822
25.618 10.039671 6.958680 9.960329 13.041320
25.619 10.039466 6.958183 9.960534 13.041817
25.62 10.039261 6.957686 9.960739 13.042314
25.621 10.039055 6.957189 9.960945 13.042811
25.622 10.038850 6.956693 9.961150 13.043307
25.623 10.038644 6.956197 9.961356 13.043803
25.624 10.038439 6.955701 9.961561 13.044299
25.625 10.038234 6.955206 9.961766 13.044794
25.626 10.038028 6.954711 9.961972 13.045289
25.627 10.037823 6.954216 9.962177 13.045784
25.628 10.037617 6.953722 9.962383 13.046278
25.629 10.037412 6.953228 9.962588 13.046772
25.63 10.037207 6.952734 9.962793 13.047266
25.631 10.037001 6.952241 9.962999 13.047759
25.632 10.036796 6.951747 9.963204 13.048253
25.633 10.036590 6.951255 9.963410 13.048745
25.634 10.036385 6.950762 9.963615 13.049238
25.635 10.036180 6.950270 9.963820 13.049730
25.636 10.035974 6.949778 9.964026 13.050222
25.637 10.035769 6.949287 9.964231 13.050713
25.638 10.035563 6.948796 9.964437 13.051204
25.639 10.035358 6.948305 9.964642 13.051695
25.64 10.035152 6.947815 9.964848 13.052185
25.641 10.034947 6.947325 9.965053 13.052675
25.642 10.034741 6.946835 9.965259 13.053165
25.643 10.034536 6.946345 9.965464 13.053655
25.644 10.034331 6.945856 9.965669 13.054144
25.645 10.034125 6.945367 9.965875 13.054633
25.646 10.033920 6.944879 9.966080 13.055121
25.647 10.033714 6.944391 9.966286 13.055609
25.648 10.033509 6.943903 9.966491 13.056097
25.649 10.033303 6.943415 9.966697 13.056585
25.65 10.033098 6.942928 9.966902 13.057072
25.651 10.032892 6.942441 9.967108 13.057559
25.652 10.032687 6.941954 9.967313 13.058046
25.653 10.032481 6.941468 9.967519 13.058532
25.654 10.032276 6.940982 9.967724 13.059018
25.655 10.032070 6.940496 9.967930 13.059504
25.656 10.031865 6.940011 9.968135 13.059989
25.657 10.031659 6.939526 9.968341 13.060474
25.658 10.031454 6.939041 9.968546 13.060959
25.659 10.031248 6.938557 9.968752 13.061443
25.66 10.031043 6.938073 9.968957 13.061927
25.661 10.030837 6.937589 9.969163 13.062411
25.662 10.030632 6.937106 9.969368 13.062894
25.663 10.030426 6.936623 9.969574 13.063377
25.664 10.030221 6.936140 9.969779 13.063860
25.665 10.030015 6.935657 9.969985 13.064343
25.666 10.029810 6.935175 9.970190 13.064825
25.667 10.029604 6.934693 9.970396 13.065307
25.668 10.029398 6.934212 9.970602 13.065788
25.669 10.029193 6.933731 9.970807 13.066269
25.67 10.028987 6.933250 9.971013 13.066750
25.671 10.028782 6.932769 9.971218 13.067231
25.672 10.028576 6.932289 9.971424 13.067711
25.673 10.028371 6.931809 9.971629 13.068191
25.674 10.028165 6.931329 9.971835 13.068671
25.675 10.027960 6.930850 9.972040 13.069150
25.676 10.027754 6.930371 9.972246 13.069629
25.677 10.027548 6.929892 9.972452 13.070108
25.678 10.027343 6.929414 9.972657 13.070586
25.679 10.027137 6.928935 9.972863 13.071065
25.68 10.026932 6.928458 9.973068 13.071542
25.681 10.026726 6.927980 9.973274 13.072020
25.682 10.026521 6.927503 9.973479 13.072497
25.683 10.026315 6.927026 9.973685 13.072974
25.684 10.026109 6.926550 9.973891 13.073450
25.685 10.025904 6.926073 9.974096 13.073927
25.686 10.025698 6.925597 9.974302 13.074403
25.687 10.025493 6.925122 9.974507 13.074878
25.688 10.025287 6.924646 9.974713 13.075354
25.689 10.025081 6.924171 9.974919 13.075829
25.69 10.024876 6.923697 9.975124 13.076303
25.691 10.024670 6.923222 9.975330 13.076778
25.692 10.024465 6.922748 9.975535 13.077252
25.693 10.024259 6.922274 9.975741 13.077726
25.694 10.024053 6.921801 9.975947 13.078199
25.695 10.023848 6.921328 9.976152 13.078672
25.696 10.023642 6.920855 9.976358 13.079145
25.697 10.023437 6.920382 9.976563 13.079618
25.698 10.023231 6.919910 9.976769 13.080090
25.699 10.023025 6.919438 9.976975 13.080562
25.7 10.022820 6.918966 9.977180 13.081034
25.701 10.022614 6.918495 9.977386 13.081505
25.702 10.022408 6.918024 9.977592 13.081976
25.703 10.022203 6.917553 9.977797 13.082447
25.704 10.021997 6.917083 9.978003 13.082917
25.705 10.021791 6.916612 9.978209 13.083388
25.706 10.021586 6.916143 9.978414 13.083857
25.707 10.021380 6.915673 9.978620 13.084327
25.708 10.021175 6.915204 9.978825 13.084796
25.709 10.020969 6.914735 9.979031 13.085265
25.71 10.020763 6.914266 9.979237 13.085734
25.711 10.020558 6.913798 9.979442 13.086202
25.712 10.020352 6.913330 9.979648 13.086670
25.713 10.020146 6.912862 9.979854 13.087138
25.714 10.019941 6.912395 9.980059 13.087605
25.715 10.019735 6.911927 9.980265 13.088073
25.716 10.019529 6.911461 9.980471 13.088539
25.717 10.019324 6.910994 9.980676 13.089006
25.718 10.019118 6.910528 9.980882 13.089472
25.719 10.018912 6.910062 9.981088 13.089938
25.72 10.018707 6.909596 9.981293 13.090404
25.721 10.018501 6.909131 9.981499 13.090869
25.722 10.018295 6.908666 9.981705 13.091334
25.723 10.018090 6.908201 9.981910 13.091799
25.724 10.017884 6.907736 9.982116 13.092264
25.725 10.017678 6.907272 9.982322 13.092728
25.726 10.017473 6.906808 9.982527 13.093192
25.727 10.017267 6.906345 9.982733 13.093655
25.728 10.017061 6.905881 9.982939 13.094119
25.729 10.016856 6.905418 9.983144 13.094582
25.73 10.016650 6.904956 9.983350 13.095044
25.731 10.016444 6.904493 9.983556 13.095507
25.732 10.016239 6.904031 9.983761 13.095969
25.733 10.016033 6.903569 9.983967 13.096431
25.734 10.015827 6.903108 9.984173 13.096892
25.735 10.015621 6.902647 9.984379 13.097353
25.736 10.015416 6.902186 9.984584 13.097814
25.737 10.015210 6.901725 9.984790 13.098275
25.738 10.015004 6.901265 9.984996 13.098735
25.739 10.014799 6.900805 9.985201 13.099195
25.74 10.014593 6.900345 9.985407 13.099655
25.741 10.014387 6.899885 9.985613 13.100115
25.742 10.014182 6.899426 9.985818 13.100574
25.743 10.013976 6.898967 9.986024 13.101033
25.744 10.013770 6.898509 9.986230 13.101491
25.745 10.013564 6.898050 9.986436 13.101950
25.746 10.013359 6.897592 9.986641 13.102408
25.747 10.013153 6.897134 9.986847 13.102866
25.748 10.012947 6.896677 9.987053 13.103323
25.749 10.012742 6.896220 9.987258 13.103780
25.75 10.012536 6.895763 9.987464 13.104237
25.751 10.012330 6.895306 9.987670 13.104694
25.752 10.012124 6.894850 9.987876 13.105150
25.753 10.011919 6.894394 9.988081 13.105606
25.754 10.011713 6.893938 9.988287 13.106062
25.755 10.011507 6.893483 9.988493 13.106517
25.756 10.011302 6.893028 9.988698 13.106972
25.757 10.011096 6.892573 9.988904 13.107427
25.758 10.010890 6.892118 9.989110 13.107882
25.759 10.010684 6.891664 9.989316 13.108336
25.76 10.010479 6.891210 9.989521 13.108790
25.761 10.010273 6.890756 9.989727 13.109244
25.762 10.010067 6.890303 9.989933 13.109697
25.763 10.009862 6.889849 9.990138 13.110151
25.764 10.009656 6.889397 9.990344 13.110603
25.765 10.009450 6.888944 9.990550 13.111056
25.766 10.009244 6.888492 9.990756 13.111508
25.767 10.009039 6.888040 9.990961 13.111960
25.768 10.008833 6.887588 9.991167 13.112412
25.769 10.008627 6.887136 9.991373 13.112864
25.77 10.008421 6.886685 9.991579 13.113315
25.771 10.008216 6.886234 9.991784 13.113766
25.772 10.008010 6.885784 9.991990 13.114216
25.773 10.007804 6.885333 9.992196 13.114667
25.774 10.007599 6.884883 9.992401 13.115117
25.775 10.007393 6.884433 9.992607 13.115567
25.776 10.007187 6.883984 9.992813 13.116016
25.777 10.006981 6.883535 9.993019 13.116465
25.778 10.006776 6.883086 9.993224 13.116914
25.779 10.006570 6.882637 9.993430 13.117363
25.78 10.006364 6.882189 9.993636 13.117811
25.781 10.006158 6.881741 9.993842 13.118259
25.782 10.005953 6.881293 9.994047 13.118707
25.783 10.005747 6.880845 9.994253 13.119155
25.784 10.005541 6.880398 9.994459 13.119602
25.785 10.005335 6.879951 9.994665 13.120049
25.786 10.005130 6.879504 9.994870 13.120496
25.787 10.004924 6.879058 9.995076 13.120942
25.788 10.004718 6.878612 9.995282 13.121388
25.789 10.004512 6.878166 9.995488 13.121834
25.79 10.004307 6.877720 9.995693 13.122280
25.791 10.004101 6.877275 9.995899 13.122725
25.792 10.003895 6.876830 9.996105 13.123170
25.793 10.003689 6.876385 9.996311 13.123615
25.794 10.003484 6.875941 9.996516 13.124059
25.795 10.003278 6.875497 9.996722 13.124503
25.796 10.003072 6.875053 9.996928 13.124947
25.797 10.002866 6.874609 9.997134 13.125391
25.798 10.002661 6.874166 9.997339 13.125834
25.799 10.002455 6.873723 9.997545 13.126277
25.8 10.002249 6.873280 9.997751 13.126720
25.801 10.002043 6.872837 9.997957 13.127163
25.802 10.001838 6.872395 9.998162 13.127605
25.803 10.001632 6.871953 9.998368 13.128047
25.804 10.001426 6.871511 9.998574 13.128489
25.805 10.001220 6.871070 9.998780 13.128930
25.806 10.001015 6.870628 9.998985 13.129372
25.807 10.000809 6.870188 9.999191 13.129812
25.808 10.000603 6.869747 9.999397 13.130253
25.809 10.000397 6.869307 9.999603 13.130693
25.81 10.000192 6.868866 9.999808 13.131134
25.811 9.999986 6.868427 10.000014 13.131573
25.812 9.999780 6.867987 10.000220 13.132013
25.813 9.999574 6.867548 10.000426 13.132452
25.814 9.999369 6.867109 10.000631 13.132891
25.815 9.999163 6.866670 10.000837 13.133330
25.816 9.998957 6.866231 10.001043 13.133769
25.817 9.998751 6.865793 10.001249 13.134207
25.818 9.998546 6.865355 10.001454 13.134645
25.819 9.998340 6.864918 10.001660 13.135082
25.82 9.998134 6.864480 10.001866 13.135520
25.821 9.997928 6.864043 10.002072 13.135957
25.822 9.997723 6.863606 10.002277 13.136394
25.823 9.997517 6.863170 10.002483 13.136830
25.824 9.997311 6.862733 10.002689 13.137267
25.825 9.997106 6.862297 10.002894 13.137703
25.826 9.996900 6.861862 10.003100 13.138138
25.827 9.996694 6.861426 10.003306 13.138574
25.828 9.996488 6.860991 10.003512 13.139009
25.829 9.996283 6.860556 10.003717 13.139444
25.83 9.996077 6.860121 10.003923 13.139879
25.831 9.995871 6.859687 10.004129 13.140313
25.832 9.995665 6.859252 10.004335 13.140748
25.833 9.995460 6.858818 10.004540 13.141182
25.834 9.995254 6.858385 10.004746 13.141615
25.835 9.995048 6.857951 10.004952 13.142049
25.836 9.994842 6.857518 10.005158 13.142482
25.837 9.994637 6.857085 10.005363 13.142915
25.838 9.994431 6.856653 10.005569 13.143347
25.839 9.994225 6.856220 10.005775 13.143780
25.84 9.994019 6.855788 10.005981 13.144212
25.841 9.993814 6.855357 10.006186 13.144643
25.842 9.993608 6.854925 10.006392 13.145075
25.843 9.993402 6.854494 10.006598 13.145506
25.844 9.993196 6.854063 10.006804 13.145937
25.845 9.992991 6.853632 10.007009 13.146368
25.846 9.992785 6.853201 10.007215 13.146799
25.847 9.992579 6.852771 10.007421 13.147229
25.848 9.992373 6.852341 10.007627 13.147659
25.849 9.992168 6.851912 10.007832 13.148088
25.85 9.991962 6.851482 10.008038 13.148518
25.851 9.991756 6.851053 10.008244 13.148947
25.852 9.991550 6.850624 10.008450 13.149376
25.853 9.991345 6.850195 10.008655 13.149805
25.854 9.991139 6.849767 10.008861 13.150233
25.855 9.990933 6.849339 10.009067 13.150661
25.856 9.990728 6.848911 10.009272 13.151089
25.857 9.990522 6.848483 10.009478 13.151517
25.858 9.990316 6.848056 10.009684 13.151944
25.859 9.990110 6.847629 10.009890 13.152371
25.86 9.989905 6.847202 10.010095 13.152798
25.861 9.989699 6.846775 10.010301 13.153225
25.862 9.989493 6.846349 10.010507 13.153651
25.863 9.989287 6.845923 10.010713 13.154077
25.864 9.989082 6.845497 10.010918 13.154503
25.865 9.988876 6.845072 10.011124 13.154928
25.866 9.988670 6.844646 10.011330 13.155354
25.867 9.988465 6.844221 10.011535 13.155779
25.868 9.988259 6.843797 10.011741 13.156203
25.869 9.988053 6.843372 10.011947 13.156628
25.87 9.987847 6.842948 10.012153 13.157052
25.871 9.987642 6.842524 10.012358 13.157476
25.872 9.987436 6.842100 10.012564 13.157900
25.873 9.987230 6.841677 10.012770 13.158323
25.874 9.987025 6.841253 10.012975 13.158747
25.875 9.986819 6.840830 10.013181 13.159170
25.876 9.986613 6.840408 10.013387 13.159592
25.877 9.986407 6.839985 10.013593 13.160015
